campaign;campaignId;date;purchase;impressions;clicks;ctr;cvr;budgetSpend;gmv;roas;productId;ean;cpc
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Plus 1000 ?g;649076687;1.11.2025;;343;3;0,874636;0;0,93;0;0;upmYTFGGU;4260557420522;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Prosta-X;658381379;1.11.2025;;257;2;0,77821;0;1,22;0;0;upmKYYZM4;4260557423486;0,61
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;649091298;1.11.2025;;227;3;1,321586;0;0,93;0;0;upm7FHKKZ;4260557421437;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina C Liposomiale;649120758;1.11.2025;;226;1;0,442478;0;0,31;0;0;upm77WEEP;4260557422786;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Folat;643094175;1.11.2025;;224;1;0,446429;0;0,31;0;0;upmZR3PP7;4260557422496;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;643132496;1.11.2025;;218;0;0;0;0;0;0;upmYRCT9P;4260557422908;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Venaflux Complex;649103716;1.11.2025;;210;2;0,952381;0;0,62;0;0;upmKY422A;4260557422212;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;658388299;1.11.2025;;182;1;0,549451;0;0,31;0;0;14250893;4260309481115;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO D Mannosio in Polvere;658352462;1.11.2025;;182;1;0,549451;0;0,31;0;0;14250686;4260309481603;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astaxantina BIO;649155147;1.11.2025;;157;1;0,636943;0;0,31;0;0;upm7GZX42;4260557423165;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesio Complex;649091773;1.11.2025;;157;2;1,273885;0;0,62;0;0;upmUZUHTT;4260557421888;0,31
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multivitamino Spray per Bambini;649081621;1.11.2025;;153;0;0;0;0;0;0;upm9ZTF3H;4260557421178;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3+K2 Tropfen;658280177;1.11.2025;;145;5;3,448276;0;1,55;0;0;upmKAXT9Y;4260557422915;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3+K2 Tropfen;643133550;1.11.2025;;135;4;2,962963;0;1,24;0;0;upmKAXT9Y;4260557422915;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Tirosina Plus;649142984;1.11.2025;;130;4;3,076923;0;2,04;0;0;upm2FC2LC;4260557422885;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano Plus;649143954;1.11.2025;;125;5;4;0;1,55;0;0;upmR9H2HU;4260557422892;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658295963;1.11.2025;;124;0;0;0;0;0;0;upmP77L3M;4260557423288;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colina Bitartrato;658296216;1.11.2025;;119;1;0,840336;0;0,31;0;0;upmU9FP9M;4260557423325;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;643085982;1.11.2025;;118;5;4,237288;0;1,55;0;0;upmUX2FW3;4260557420638;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381384;1.11.2025;1;118;0;0;0,847458;0;26,99;0;upmF2AFXC;4260557423509;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;643093285;1.11.2025;;113;2;1,769912;0;0,62;0;0;upmWDER3T;4260557421949;0,31
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginkgo biloba Extrakt;658279980;1.11.2025;;107;4;3,738318;0;1,24;0;0;upmDYUXLH;4260557420119;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658283021;1.11.2025;;107;0;0;0;0;0;0;upmFACEA7;4260557423356;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Maca Nera + Tribulus + Zinco;649108075;1.11.2025;;98;0;0;0;0;0;0;upmEK72LX;4260557422434;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Folato;649111206;1.11.2025;;98;0;0;0;0;0;0;upmZR3PP7;4260557422496;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Nachtkerzen ?l;658291480;1.11.2025;;97;3;3,092784;0;1,83;0;0;upm7DM474;4260557423448;0,61
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Boswellia;649114866;1.11.2025;;90;0;0;0;0;0;0;upmEH2K74;4260557422588;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginkgo Biloba;649076428;1.11.2025;;90;1;1,111111;0;0,31;0;0;upmDYUXLH;4260557420119;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334348;1.11.2025;;88;6;6,818182;0;3,06;0;0;upmK3CG99;4260557422656;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658280004;1.11.2025;;88;0;0;0;0;0;0;upmUX2FW3;4260557420638;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;643093526;1.11.2025;;87;2;2,298851;0;0,62;0;0;upm2HFKPC;4260557422021;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Glutatione Complex;649148781;1.11.2025;;86;1;1,162791;0;0,31;0;0;upmLCF24D;4260557423035;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658295948;1.11.2025;;83;0;0;0;0;0;0;upmEUZ9F7;4260557421376;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo Plus;649082840;1.11.2025;;81;2;2,469136;0;0,62;0;0;upmD3U322;4260557421192;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658388311;1.11.2025;;81;0;0;0;0;0;0;upmF2EMKH;4260557421185;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;643090107;1.11.2025;;80;1;1,25;0;0,31;0;0;upmD3U322;4260557421192;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381383;1.11.2025;;79;2;2,531646;0;1,02;0;0;upmF2AFXC;4260557423509;0,51
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginkgo biloba Extrakt;643083227;1.11.2025;;74;1;1,351351;0;0,31;0;0;upmDYUXLH;4260557420119;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;658280045;1.11.2025;;73;0;0;0;0;0;0;upmYMX3D7;4260557421147;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;643233715;1.11.2025;;72;1;1,388889;0;0,31;0;0;upmE39PTR;4260557422113;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;653499916;1.11.2025;;70;0;0;0;0;0;0;upmF2EMKH;4260557421185;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;619682810;1.11.2025;;70;3;4,285714;0;1,53;0;0;upmWRWWCG;4260557421048;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;643130229;1.11.2025;;70;1;1,428571;0;0,31;0;0;upmDZU3ZG;4260557422854;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;658353191;1.11.2025;;67;4;5,970149;0;2,04;0;0;14250605;4260557420201;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzer Knoblauch;658279982;1.11.2025;;67;1;1,492537;0;0,31;0;0;14251059;4260557420157;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;658445100;1.11.2025;;65;1;1,538462;0;0,31;0;0;14250812;4260557420188;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullina Plus;649115969;1.11.2025;;65;2;3,076923;0;0,62;0;0;upmTF7MFK;4260557422625;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;658280069;1.11.2025;;65;1;1,538462;0;0,31;0;0;upmUZUHTT;4260557421888;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Complex;649076940;1.11.2025;;65;0;0;0;0;0;0;upmTYL3Y7;4260557420737;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;643093986;1.11.2025;;65;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Spray Junior;649103717;1.11.2025;;64;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Mirtillo Nero + Corteccia di Pino BIO\,;649102105;1.11.2025;;64;0;0;0;0;0;0;upm2LFWC7;4260557422076;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381497;1.11.2025;;64;7;10,9375;0;3,57;0;0;upmUX2FW3;4260557420638;0,51
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658280057;1.11.2025;;63;1;1,587302;0;0,31;0;0;upmEUZ9F7;4260557421376;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO EAA - Aminoacidi Essenziali;649077110;1.11.2025;;63;3;4,761905;0;0,93;0;0;upmGMXXY9;4260557420744;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;643239568;1.11.2025;;63;0;0;0;0;0;0;upmUFEEWW;4260557420300;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334350;1.11.2025;;62;0;0;0;0;0;0;upmK3CG99;4260557422656;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Prosta-X;658381378;1.11.2025;1;61;5;8,196721;1,639344;5,05;24,99;494,851485;upmKYYZM4;4260557423486;1,01
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296413;1.11.2025;;60;1;1,666667;0;0,31;0;0;14251013;4260309481665;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381499;1.11.2025;;59;0;0;0;0;0;0;upmUX2FW3;4260557420638;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352465;1.11.2025;;58;0;0;0;0;0;0;upmM9LK7U;4260557420669;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;641620457;1.11.2025;;56;1;1,785714;0;0,51;0;0;upmE39PTR;4260557422113;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658280116;1.11.2025;;54;1;1,851852;0;0,31;0;0;upmMPKDE7;4260557422311;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3 und K2 ?l;652854756;1.11.2025;;54;0;0;0;0;0;0;upm7FHKKZ;4260557421437;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Riso Rosso Plus;649150541;1.11.2025;;54;2;3,703704;0;0,62;0;0;upmDFWTTT;4260557423110;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Probiotici e Prebiotici BIO;658296371;1.11.2025;;53;0;0;0;0;0;0;14250976;4260557420034;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Resveratrolo Plus;649077189;1.11.2025;;52;0;0;0;0;0;0;upmGDDD7G;4260557420805;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B3 Nicotinamide;649112226;1.11.2025;;52;0;0;0;0;0;0;upmKKE3R2;4260557422526;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Riso Rosso Plus;641644118;1.11.2025;;51;4;7,843137;0;2,04;0;0;upmDFWTTT;4260557423110;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reflu-X Complex;658280035;1.11.2025;;51;0;0;0;0;0;0;upm4ZWYPF;4260557420980;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aglio Nero;658352469;1.11.2025;;51;2;3,921569;0;0,62;0;0;14251059;4260557420157;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;643091125;1.11.2025;;50;0;0;0;0;0;0;upm9KDWAZ;4260557421383;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes;652865450;1.11.2025;;50;0;0;0;0;0;0;upmP3AFZZ;4260557422533;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;643092855;1.11.2025;;50;0;0;0;0;0;0;upmUZUHTT;4260557421888;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;658279979;1.11.2025;;49;1;2,040816;0;0,31;0;0;14251036;4260557420102;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO BCAA Pulver Mango;658445038;1.11.2025;;49;0;0;0;0;0;0;upmWWWMYX;4260557423523;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;643093976;1.11.2025;;49;1;2,040816;0;0,31;0;0;upmWMGCRY;4260557422090;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;643089764;1.11.2025;;49;0;0;0;0;0;0;upmWRWWCG;4260557421048;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO OPC Trio;649150121;1.11.2025;;49;0;0;0;0;0;0;upmWFGGMG;4260557423097;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650857;1.11.2025;;49;4;8,163265;0;2,04;0;0;upmKAXT9Y;4260557422915;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Enotera;658296335;1.11.2025;;48;0;0;0;0;0;0;upm7DM474;4260557423448;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;642560128;1.11.2025;;48;1;2,083333;0;0,31;0;0;14250893;4260309481115;0,31
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesio + Potassio;649076465;1.11.2025;;46;0;0;0;0;0;0;upm32MART;4260557420287;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Glutatione Complex;649148339;1.11.2025;;45;5;11,111111;0;2,55;0;0;upmLCF24D;4260557423035;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;643092529;1.11.2025;;45;1;2,222222;0;0,31;0;0;upm97PFY9;4260557421826;0,31
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;652876638;1.11.2025;;44;6;13,636364;0;6,06;0;0;upm2HFKPC;4260557422021;1,01
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Triptofano;658352473;1.11.2025;;43;0;0;0;0;0;0;14250841;4260309481108;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;658295906;1.11.2025;;43;0;0;0;0;0;0;upmE39PTR;4260557422113;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;643129759;1.11.2025;;42;1;2,380952;0;0,31;0;0;upm77WEEP;4260557422786;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;658280012;1.11.2025;;41;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astaxantina;649092862;1.11.2025;;41;0;0;0;0;0;0;upmYPTY2W;4260557421925;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamine B Complex;658331670;1.11.2025;;40;0;0;0;0;0;0;14251094;4260309482754;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;658280090;1.11.2025;;40;2;5;0;0,62;0;0;upm2HFKPC;4260557422021;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352464;1.11.2025;;40;5;12,5;0;2,55;0;0;upmM9LK7U;4260557420669;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Salbei BIO;658280029;1.11.2025;;40;1;2,5;0;0,51;0;0;upmMMLDZE;4260557420966;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;658280108;1.11.2025;;39;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Magnesio Complex;620566101;1.11.2025;;39;1;2,564103;0;0,51;0;0;upmUZUHTT;4260557421888;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658280145;1.11.2025;;38;0;0;0;0;0;0;upmTGWG29;4260557423479;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;658280058;1.11.2025;;38;1;2,631579;0;0,31;0;0;upm9KDWAZ;4260557421383;0,31
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650859;1.11.2025;;38;2;5,263158;0;1,02;0;0;upm7FHKKZ;4260557421437;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamine B Complex;658331659;1.11.2025;;38;4;10,526316;0;2,04;0;0;14251094;4260309482754;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;649145192;1.11.2025;;37;0;0;0;0;0;0;upmKAXT9Y;4260557422915;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bockshornklee BIO;658280184;1.11.2025;;37;0;0;0;0;0;0;upm7AL3PG;4260557422977;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brewers Yeast;658295768;1.11.2025;;37;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Koffein;643137040;1.11.2025;;37;1;2,702703;0;0,31;0;0;upm4XZRWY;4260557423127;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658296092;1.11.2025;;37;0;0;0;0;0;0;upmG7RZLC;4260557423318;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Purpurea;649076430;1.11.2025;;37;1;2,702703;0;0,31;0;0;upmPZPD44;4260557420133;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;649106236;1.11.2025;;37;0;0;0;0;0;0;upmGPMUEM;4260557422427;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Natural Silicium BIO;643094062;1.11.2025;;37;0;0;0;0;0;0;upmCAPY7U;4260557422328;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega 3 + ADEK;649147401;1.11.2025;;37;0;0;0;0;0;0;upmH3T374;4260557423004;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Zimt-Ceylon Extrakt;658279983;1.11.2025;;37;0;0;0;0;0;0;14251208;4260557420164;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Plus;658280147;1.11.2025;;36;0;0;0;0;0;0;upmTF7MFK;4260557422625;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;619697372;1.11.2025;;36;0;0;0;0;0;0;upmD3U322;4260557421192;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brennnessel BIO;643089721;1.11.2025;;36;0;0;0;0;0;0;upm9RX43T;4260557421031;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Glutathion Complex;643135378;1.11.2025;;36;3;8,333333;0;0,93;0;0;upmLCF24D;4260557423035;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tirosina Plus;649143283;1.11.2025;;36;0;0;0;0;0;0;upm2FC2LC;4260557422885;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;649151902;1.11.2025;;35;0;0;0;0;0;0;upmPHKX9F;4260557423141;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296411;1.11.2025;;35;2;5,714286;0;1,02;0;0;14251013;4260309481665;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Salbei BIO;658280032;1.11.2025;;35;0;0;0;0;0;0;upmMMLDZE;4260557420966;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658445047;1.11.2025;;35;1;2,857143;0;0,31;0;0;upmW7Y7DL;4260557423462;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Drenaflux Complex;658295889;1.11.2025;;35;0;0;0;0;0;0;upm2XGYDU;4260557422489;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;653854384;1.11.2025;;34;0;0;0;0;0;0;upmFACEA7;4260557423356;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Iperico + Passiflora BIO;649077470;1.11.2025;;34;0;0;0;0;0;0;upmYMX3D7;4260557421147;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;658353192;1.11.2025;;34;1;2,941176;0;0,31;0;0;14250605;4260557420201;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;649102895;1.11.2025;;34;0;0;0;0;0;0;upmE39PTR;4260557422113;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;628844146;1.11.2025;;34;8;23,529412;0;4,08;0;0;14250893;4260309481115;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283010;1.11.2025;;33;0;0;0;0;0;0;upmG7RZLC;4260557423318;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658280003;1.11.2025;;33;1;3,030303;0;0,51;0;0;upmUX2FW3;4260557420638;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658381501;1.11.2025;;33;1;3,030303;0;0,51;0;0;upmD7EWMP;4260557420454;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658347520;1.11.2025;;33;0;0;0;0;0;0;upmTGWG29;4260557423479;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tyrosin Plus;643130826;1.11.2025;;33;1;3,030303;0;0,31;0;0;upm2FC2LC;4260557422885;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Olio di Semi di Chia;641627926;1.11.2025;;32;3;9,375;0;1,53;0;0;upmK7YWLD;4260557422649;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;658280176;1.11.2025;;32;0;0;0;0;0;0;upmYRCT9P;4260557422908;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Essentials Complex;643092356;1.11.2025;;32;0;0;0;0;0;0;upmHHT433;4260557421390;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;658280050;1.11.2025;;32;0;0;0;0;0;0;upmD3U322;4260557421192;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aceto di Sidro di Mele;649154266;1.11.2025;;32;0;0;0;0;0;0;upmF2EYPK;4260557423172;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;643082833;1.11.2025;1;31;0;0;3,225806;0;27,9;0;14251036;4260557420102;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;643136807;1.11.2025;;31;1;3,225806;0;0,31;0;0;upmDFWTTT;4260557423110;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;658280068;1.11.2025;1;31;1;3,225806;3,225806;0,31;21,9;7064,516129;upm97PFY9;4260557421826;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Acido Ialuronico;649164412;1.11.2025;;31;0;0;0;0;0;0;upmKMAH3F;4260557420539;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina C Naturale BIO;649076562;1.11.2025;;31;0;0;0;0;0;0;upmFY9KW9;4260557420331;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Plus 1000 ?g;641650965;1.11.2025;;31;0;0;0;0;0;0;upmYTFGGU;4260557420522;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Collagen+Hyaluronic Acid;658347624;1.11.2025;;31;0;0;0;0;0;0;upmK3CG99;4260557422656;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Olio di semi di Lino BIO;649102015;1.11.2025;;31;0;0;0;0;0;0;upmKU4FAU;4260557422038;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658280049;1.11.2025;;31;0;0;0;0;0;0;upmF2EMKH;4260557421185;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Glutathion Complex;658282812;1.11.2025;;31;0;0;0;0;0;0;upmLCF24D;4260557423035;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Spirulina BIO;649076744;1.11.2025;;31;0;0;0;0;0;0;upmDHLCKL;4260557420560;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Curcuma BIO;649142586;1.11.2025;;31;0;0;0;0;0;0;upm27X4XW;4260557422878;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aglio Plus;649116897;1.11.2025;;31;0;0;0;0;0;0;upm2WRLPU;4260557422632;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Strong Bones;658296086;1.11.2025;;30;0;0;0;0;0;0;upmAP9MLM;4260557423301;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vision Care Complex;658347575;1.11.2025;;30;0;0;0;0;0;0;upmWRPTR4;4260557420867;0
