campaign;campaignId;date;Success Metric Type;Success Metric Value;conversions;unfilteredImpressions;clicks;ctr;cvr (clicks);budgetSpend;gmv;roas;productId;ean;cpc
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Prosta-X;658381379;9.5.2026;cpc;0,61;;72;0;0;0;0;0;0;upmKYYZM4;4260557423486;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334348;9.5.2026;cpc;1,21;;65;0;0;0;0;0;0;upmK3CG99;4260557422656;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;643093526;9.5.2026;cpc;0,61;;77;0;0;0;0;0;0;upm2HFKPC;4260557422021;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;625779008;9.5.2026;cpc;1,71;;63;0;0;0;0;0;0;upm9KDWAZ;4260557421383;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381497;9.5.2026;cpc;0,51;;62;1;1,612903;0;0,51;0;0;upmUX2FW3;4260557420638;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Ferro;658331730;9.5.2026;cpc;0,51;;54;0;0;0;0;0;0;14250692;4260309483065;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658280057;9.5.2026;cpc;0,61;;72;1;1,886792;0;0,61;0;0;upmEUZ9F7;4260557421376;0,61
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334350;9.5.2026;cpc;0,81;;67;0;0;0;0;0;0;upmK3CG99;4260557422656;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3+K2 Tropfen;658280177;9.5.2026;cpc;1,41;;69;1;1,923077;0;1,41;0;0;upmKAXT9Y;4260557422915;1,41
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650859;9.5.2026;cpc;1,21;;48;1;2,083333;0;1,21;0;0;upm7FHKKZ;4260557421437;1,21
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Bromelina;620571075;9.5.2026;cpc;0,51;;48;1;2,083333;0;0,51;0;0;upm43HM34;4260557421130;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Spray;658334267;9.5.2026;cpc;0,31;;56;1;2,083333;0;0,31;0;0;14251102;4260557420027;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesio Complex;649091773;9.5.2026;cpc;0,31;;57;1;2,12766;0;0,31;0;0;upmUZUHTT;4260557421888;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Eisen Bisglycinat;620612855;9.5.2026;cpc;0,51;;46;1;2,173913;0;0,51;0;0;14250692;4260309483065;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cysti-Aid Complex;649102998;9.5.2026;cpc;0,31;;52;0;0;0;0;0;0;upmTZFCGA;4260557422199;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381384;9.5.2026;cpc;0,31;;56;1;2,272727;0;0,31;0;0;upmF2AFXC;4260557423509;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Elektrolyte Plus;620596596;9.5.2026;cpc;0,51;;44;1;2,272727;0;0,51;0;0;upmD23XCL;4260557422823;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps;658334303;9.5.2026;cpc;0,31;;46;0;0;0;0;0;0;14250611;4260309483218;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Spray;658334266;9.5.2026;cpc;0,51;;43;0;0;0;0;0;0;14251102;4260557420027;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;649106236;9.5.2026;cpc;0,31;;44;1;2,5;0;0,31;0;0;upmGPMUEM;4260557422427;0,31
