campaign;campaignId;date;conversions;impressions;clicks;ctr;cvr;budgetSpend;gmv;roas;productId;ean;cpc
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;658347619;29.12.2025;;47;0;0;0;0;0;0;upmWDER3T;4260557421949;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;658282817;29.12.2025;;47;2;4,255319;0;0,62;0;0;upmDFWTTT;4260557423110;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;643239568;29.12.2025;;47;1;2,12766;0;0,31;0;0;upmUFEEWW;4260557420300;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vision Care Complex;658347600;29.12.2025;;47;0;0;0;0;0;0;upmWRPTR4;4260557420867;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca + Tribulus;658280129;29.12.2025;;47;0;0;0;0;0;0;upmEK72LX;4260557422434;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;620565882;29.12.2025;;47;2;4,255319;0;2,02;0;0;upmPHKX9F;4260557423141;1,01
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;619660946;29.12.2025;;46;1;2,173913;0;1,01;0;0;14251036;4260557420102;1,01
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Eisen Gummies;643140961;29.12.2025;;46;0;0;0;0;0;0;upmGAZP3H;4260557423189;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO OPC Trio;658282816;29.12.2025;;46;0;0;0;0;0;0;upmWFGGMG;4260557423097;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;626443344;29.12.2025;;46;2;4,347826;0;1,02;0;0;upmDFWTTT;4260557423110;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Serenity;658280178;29.12.2025;;46;2;4,347826;0;1,02;0;0;upmZFGPHR;4260557422830;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Boswellia Extrakt;658280140;29.12.2025;;45;0;0;0;0;0;0;upmEH2K74;4260557422588;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 gocce;641629767;29.12.2025;;45;1;2,222222;0;0,51;0;0;upmYRCT9P;4260557422908;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352465;29.12.2025;;45;1;2,222222;0;0,31;0;0;upmM9LK7U;4260557420669;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Nachtkerzen und Borretsch?l BIO;643092372;29.12.2025;;45;0;0;0;0;0;0;upm7KTFPH;4260557421420;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Knoblauch Plus;620530228;29.12.2025;;44;0;0;0;0;0;0;upm2WRLPU;4260557422632;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Tribulus Terrestris;658296415;29.12.2025;1;43;4;9,302326;2,325581;2,04;20,9;1024,509804;14251088;4260309481313;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beta-Alanin Pulver;658295770;29.12.2025;;43;0;0;0;0;0;0;upmFKHFRA;4260557423431;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;643136807;29.12.2025;;43;1;2,325581;0;0,31;0;0;upmDFWTTT;4260557423110;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo Plus;649082840;29.12.2025;;43;1;2,325581;0;0,31;0;0;upmD3U322;4260557421192;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano Plus;649143954;29.12.2025;;43;1;2,325581;0;0,31;0;0;upmR9H2HU;4260557422892;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;625768092;29.12.2025;;43;1;2,325581;0;0,51;0;0;14250812;4260557420188;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;620608016;29.12.2025;;43;1;2,325581;0;0,51;0;0;upmYRCT9P;4260557422908;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Natural Jod BIO;643084951;29.12.2025;;43;1;2,325581;0;0,31;0;0;14250769;4260557420256;0,31
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;619721771;29.12.2025;;43;2;4,651163;0;1,02;0;0;upm3RXHUC;4260557422229;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Drenaflux Complex;658295888;29.12.2025;;43;2;4,651163;0;1,02;0;0;upm2XGYDU;4260557422489;0,51
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Arginin Plus;658280008;29.12.2025;;43;0;0;0;0;0;0;upmKXF9FG;4260557420751;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tyrosin Plus;643130826;29.12.2025;;43;1;2,325581;0;0,31;0;0;upm2FC2LC;4260557422885;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO OPC Trio;626443283;29.12.2025;;42;1;2,380952;0;0,51;0;0;upmWFGGMG;4260557423097;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tyrosin Plus;658280164;29.12.2025;;42;0;0;0;0;0;0;upm2FC2LC;4260557422885;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Complex;649076940;29.12.2025;;42;0;0;0;0;0;0;upmTYL3Y7;4260557420737;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ferro;649156048;29.12.2025;;42;0;0;0;0;0;0;upmGAZP3H;4260557423189;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Plus;658280147;29.12.2025;;41;1;2,439024;0;0,31;0;0;upmTF7MFK;4260557422625;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps sinensis BIO;658295815;29.12.2025;;41;0;0;0;0;0;0;upmTG77MW;4260557422991;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Plus;658295896;29.12.2025;;41;0;0;0;0;0;0;upmKWW3MD;4260557423349;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Eisen;658282829;29.12.2025;;41;0;0;0;0;0;0;upmGAZP3H;4260557423189;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;643093986;29.12.2025;;41;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658388311;29.12.2025;;41;1;2,439024;0;0,31;0;0;upmF2EMKH;4260557421185;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astaxantina;649092862;29.12.2025;;41;0;0;0;0;0;0;upmYPTY2W;4260557421925;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano Plus;641649766;29.12.2025;;41;2;4,878049;0;1,02;0;0;upmR9H2HU;4260557422892;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO D-Mannose Complex;643077907;29.12.2025;;40;1;2,5;0;0,31;0;0;14250640;4260309482747;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;658280161;29.12.2025;;40;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658347562;29.12.2025;;40;0;0;0;0;0;0;upmD7EWMP;4260557420454;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;643129759;29.12.2025;;40;1;2,5;0;0,31;0;0;upm77WEEP;4260557422786;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes Complex;649113218;29.12.2025;;40;1;2,5;0;0,51;0;0;upmP3AFZZ;4260557422533;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Eisen Bisglycinat;620565118;29.12.2025;;39;3;7,692308;0;1,53;0;0;14250692;4260309483065;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina C Naturale BIO;649076562;29.12.2025;;39;0;0;0;0;0;0;upmFY9KW9;4260557420331;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;643094026;29.12.2025;;39;0;0;0;0;0;0;upmMPKDE7;4260557422311;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352464;29.12.2025;;39;3;7,692308;0;1,53;0;0;upmM9LK7U;4260557420669;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Salbei BIO;658280029;29.12.2025;;39;0;0;0;0;0;0;upmMMLDZE;4260557420966;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps Extrakt;658347646;29.12.2025;;39;0;0;0;0;0;0;14250611;4260309483218;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Papaya BIO;643089807;29.12.2025;;39;0;0;0;0;0;0;upm9HWLUD;4260557421055;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Ashwagandha BIO;620566536;29.12.2025;;39;3;7,692308;0;1,53;0;0;upmUPLLZH;4260557420676;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Oregano ?l BIO;658280076;29.12.2025;1;38;3;7,894737;2,631579;1,53;25,9;1692,810458;upmYCXAL7;4260557421932;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;629496627;29.12.2025;;38;1;2,631579;0;0,51;0;0;upmUFEEWW;4260557420300;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Plus;658347224;29.12.2025;;38;1;2,631579;0;0,31;0;0;upmKWW3MD;4260557423349;0,31
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;619717397;29.12.2025;;38;6;15,789474;0;3,06;0;0;upmWDER3T;4260557421949;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;620605153;29.12.2025;;38;2;5,263158;0;1,02;0;0;14251036;4260557420102;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Riso Rosso Plus;649150541;29.12.2025;;38;0;0;0;0;0;0;upmDFWTTT;4260557423110;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca Plus;643135686;29.12.2025;;38;0;0;0;0;0;0;upmG4PKUG;4260557423042;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;641622772;29.12.2025;;38;1;2,631579;0;0,51;0;0;upmGPMUEM;4260557422427;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;643089764;29.12.2025;;38;0;0;0;0;0;0;upmWRWWCG;4260557421048;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Venaflux Complex;629497502;29.12.2025;;38;1;2,631579;0;0,51;0;0;upmKY422A;4260557422212;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Mariendistel Plus;652868156;29.12.2025;;38;1;2,631579;0;1,01;0;0;upmR9H2HU;4260557422892;1,01
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tryptophan;658279974;29.12.2025;;37;0;0;0;0;0;0;14250841;4260309481108;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Leinsamen?l BIO;658280093;29.12.2025;;37;0;0;0;0;0;0;upmKU4FAU;4260557422038;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Mariendistel Plus;658280174;29.12.2025;;37;0;0;0;0;0;0;upmR9H2HU;4260557422892;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Chrom Plus;643134349;29.12.2025;;37;0;0;0;0;0;0;upmL7ZDD2;4260557422946;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Igname Selvatico +  Zinco;658353188;29.12.2025;;37;0;0;0;0;0;0;14251183;4260309481672;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vegan Collagen+Hyaluronic Acid;620530762;29.12.2025;;37;2;5,405405;0;1,02;0;0;upmK3CG99;4260557422656;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Boswellia Extrakt;626438065;29.12.2025;;37;0;0;0;0;0;0;upmEH2K74;4260557422588;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Immu Pro Complex;658279994;29.12.2025;;37;1;2,702703;0;0,51;0;0;upm7EAAWM;4260557420317;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Collagen+Hyaluronic Acid;658347624;29.12.2025;;37;0;0;0;0;0;0;upmK3CG99;4260557422656;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658445253;29.12.2025;;37;3;8,108108;0;3,03;0;0;upmMPKDE7;4260557422311;1,01
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Arginin Plus;625771667;29.12.2025;;37;2;5,405405;0;1,02;0;0;upmKXF9FG;4260557420751;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;620605261;29.12.2025;;36;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;658280102;29.12.2025;;36;1;2,777778;0;0,31;0;0;upmWMGCRY;4260557422090;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tryptophan;643237471;29.12.2025;;36;0;0;0;0;0;0;14250841;4260309481108;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colla-Veg Complex;658445113;29.12.2025;;36;1;2,777778;0;1,01;0;0;14250775;4260309483089;1,01
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver;658279946;29.12.2025;;36;1;2,777778;0;0,61;0;0;upmWCKTTE;4260309481214;0,61
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283007;29.12.2025;;36;1;2,777778;0;0,51;0;0;upmG7RZLC;4260557423318;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;619697372;29.12.2025;;35;0;0;0;0;0;0;upmD3U322;4260557421192;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver;643233362;29.12.2025;;35;0;0;0;0;0;0;upmWCKTTE;4260309481214;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;625777766;29.12.2025;;35;0;0;0;0;0;0;upmF2EMKH;4260557421185;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ferro;658331759;29.12.2025;;35;0;0;0;0;0;0;14250692;4260309483065;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;641620457;29.12.2025;;35;0;0;0;0;0;0;upmE39PTR;4260557422113;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;658280108;29.12.2025;;34;1;2,941176;0;0,31;0;0;upm3RXHUC;4260557422229;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO BIO Mushroom Mix;625774145;29.12.2025;;34;1;2,941176;0;0,51;0;0;upmALDCEH;4260557423028;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;625767929;29.12.2025;;34;0;0;0;0;0;0;14250605;4260557420201;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes;652865450;29.12.2025;;34;0;0;0;0;0;0;upmP3AFZZ;4260557422533;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Plus;620530089;29.12.2025;;34;1;2,941176;0;0,51;0;0;upmTF7MFK;4260557422625;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Griffonia Plus;658280152;29.12.2025;;34;1;2,941176;0;0,51;0;0;upmHCULGA;4260557422755;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381384;29.12.2025;;34;0;0;0;0;0;0;upmF2AFXC;4260557423509;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Spirulina BIO;649076744;29.12.2025;;34;0;0;0;0;0;0;upmDHLCKL;4260557420560;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Tryptophan;619660835;29.12.2025;;33;0;0;0;0;0;0;14250841;4260309481108;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Taurin Plus;620551671;29.12.2025;;33;0;0;0;0;0;0;upmXXW9XA;4260557423059;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Drenaflux Complex;643094174;29.12.2025;;33;0;0;0;0;0;0;upm2XGYDU;4260557422489;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Guggul;652847887;29.12.2025;;32;0;0;0;0;0;0;upmT99EZK;4260557421123;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;658280068;29.12.2025;;32;0;0;0;0;0;0;upm97PFY9;4260557421826;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Leinsamen?l BIO;629497213;29.12.2025;;32;1;3,125;0;0,51;0;0;upmKU4FAU;4260557422038;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver;620565741;29.12.2025;;32;1;3,125;0;1,01;0;0;upmWCKTTE;4260309481214;1,01
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;619687826;29.12.2025;;32;1;3,125;0;0,51;0;0;upmYMX3D7;4260557421147;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Shilajit Mumijo;658280062;29.12.2025;;32;0;0;0;0;0;0;upmR33A3P;4260557421406;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Griffonia Plus;641628925;29.12.2025;;32;1;3,125;0;0,51;0;0;upmHCULGA;4260557422755;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658280144;29.12.2025;;31;0;0;0;0;0;0;upmR9H4DE;4260557422595;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;620557805;29.12.2025;;31;2;6,451613;0;1,02;0;0;upmDFWTTT;4260557423110;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Aglio Plus;641627386;29.12.2025;;31;4;12,903226;0;2,04;0;0;upm2WRLPU;4260557422632;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Koffein;658282821;29.12.2025;;30;0;0;0;0;0;0;upm4XZRWY;4260557423127;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;653499916;29.12.2025;1;30;2;6,666667;3,333333;0,62;21,9;3532,258065;upmF2EMKH;4260557421185;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Leinsamen?l BIO;643093628;29.12.2025;;30;0;0;0;0;0;0;upmKU4FAU;4260557422038;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Iperico + Passiflora BIO;649077470;29.12.2025;;30;0;0;0;0;0;0;upmYMX3D7;4260557421147;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;658282823;29.12.2025;;30;1;3,333333;0;0,31;0;0;upmPHKX9F;4260557423141;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Iodio naturale BIO;658445106;29.12.2025;;30;0;0;0;0;0;0;14250769;4260557420256;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Resveratrolo Plus;620567258;29.12.2025;;30;0;0;0;0;0;0;upmGDDD7G;4260557420805;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca + Tribulus;643094146;29.12.2025;;30;0;0;0;0;0;0;upmEK72LX;4260557422434;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Probiotici e Prebiotici Bambini;658445102;29.12.2025;;29;0;0;0;0;0;0;14250953;4260557420249;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Zimt-Ceylon Extrakt;643084475;29.12.2025;;29;0;0;0;0;0;0;14251208;4260557420164;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;643130229;29.12.2025;;29;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Boswellia;649114866;29.12.2025;;29;0;0;0;0;0;0;upmEH2K74;4260557422588;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Multivitamino Spray per Bambini;641644236;29.12.2025;;29;3;10,344828;0;1,53;0;0;upm9ZTF3H;4260557421178;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Triptofano;658352473;29.12.2025;;28;0;0;0;0;0;0;14250841;4260309481108;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;649151902;29.12.2025;;28;0;0;0;0;0;0;upmPHKX9F;4260557423141;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia Plus;643128060;29.12.2025;;28;1;3,571429;0;0,31;0;0;upmHCULGA;4260557422755;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Olio di Semi di Chia;649117677;29.12.2025;;28;0;0;0;0;0;0;upmK7YWLD;4260557422649;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cysti-Aid Complex;649102998;29.12.2025;;28;0;0;0;0;0;0;upmTZFCGA;4260557422199;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Wild Yams + Zink;625763764;29.12.2025;;28;1;3,571429;0;0,51;0;0;14251183;4260309481672;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 + ADEK ?l;643091135;29.12.2025;;28;0;0;0;0;0;0;upmH3T374;4260557423004;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Safran Extrakt;625769918;29.12.2025;;28;4;14,285714;0;2,04;0;0;upm7PELE9;4260557420362;0,51
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver DOSE;658279977;29.12.2025;;28;0;0;0;0;0;0;upmTLUPGT;4260309483881;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vision Care Complex;619678178;29.12.2025;;28;0;0;0;0;0;0;upmWRPTR4;4260557420867;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;658445099;29.12.2025;;28;1;3,571429;0;1,01;0;0;14250812;4260557420188;1,01
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO BIO Astaxanthin ?l;620605149;29.12.2025;;27;0;0;0;0;0;0;upm7GZX42;4260557423165;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658347478;29.12.2025;;27;1;3,703704;0;1,51;0;0;upmTGWG29;4260557423479;1,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658282947;29.12.2025;;27;0;0;0;0;0;0;upmP77L3M;4260557423288;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Maca Nera + Tribulus + Zinco;649107264;29.12.2025;;27;0;0;0;0;0;0;upmEK72LX;4260557422434;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;620536701;29.12.2025;;27;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658282839;29.12.2025;;27;1;3,703704;0;0,51;0;0;upmP77L3M;4260557423288;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola Rosea;658445094;29.12.2025;;27;0;0;0;0;0;0;14251036;4260557420102;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multivitamin Spray Junior;643089899;29.12.2025;;27;0;0;0;0;0;0;upm9ZTF3H;4260557421178;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Knoblauch Plus;626438714;29.12.2025;;27;0;0;0;0;0;0;upm2WRLPU;4260557422632;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo Plus;620572756;29.12.2025;;27;0;0;0;0;0;0;upmD3U322;4260557421192;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Taurin Plus;643136001;29.12.2025;;26;0;0;0;0;0;0;upmXXW9XA;4260557423059;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Elektrolyte Plus;658280160;29.12.2025;;26;0;0;0;0;0;0;upmD23XCL;4260557422823;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;658280156;29.12.2025;;26;0;0;0;0;0;0;upm77WEEP;4260557422786;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO OPC Trio;643136197;29.12.2025;;26;0;0;0;0;0;0;upmWFGGMG;4260557423097;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Schwarzer Knoblauch;625767689;29.12.2025;;25;0;0;0;0;0;0;14251059;4260557420157;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginseng Rosso Coreano;649076431;29.12.2025;;25;0;0;0;0;0;0;upm2CZXC9;4260557420140;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brennnessel BIO;643089721;29.12.2025;;25;0;0;0;0;0;0;upm9RX43T;4260557421031;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;620501459;29.12.2025;;25;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO D-Mannose Pulver;658295900;29.12.2025;;25;0;0;0;0;0;0;14250686;4260309481603;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658381501;29.12.2025;;25;2;8;0;1,02;0;0;upmD7EWMP;4260557420454;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colla-Veg Complex;658445117;29.12.2025;;25;0;0;0;0;0;0;14250775;4260309483089;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astragalo BIO;649084562;29.12.2025;;25;0;0;0;0;0;0;upmCGKMCH;4260557421222;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Glutatione Complex;649148339;29.12.2025;;25;3;12;0;1,53;0;0;upmLCF24D;4260557423035;0,51
