campaign;campaignId;date;conversions;impressions;clicks;ctr;cvr;budgetSpend;gmv;roas;productId;ean;cpc
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Nachtkerzen ?l;658283038;12.12.2025;;6;0;0;0;0;0;0;upm7DM474;4260557423448;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Resveratrol + Nicotinamid;625771680;12.12.2025;;6;0;0;0;0;0;0;upmGDDD7G;4260557420805;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Curcuma BIO;618496721;12.12.2025;;6;0;0;0;0;0;0;upm27X4XW;4260557422878;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Salbei BIO;658280032;12.12.2025;;6;0;0;0;0;0;0;upmMMLDZE;4260557420966;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO BIO Mushroom Mix;620545551;12.12.2025;;6;0;0;0;0;0;0;upmALDCEH;4260557423028;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Resveratrol + Nicotinamid;619676602;12.12.2025;;6;0;0;0;0;0;0;upmGDDD7G;4260557420805;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps Extrakt;658347646;12.12.2025;;6;0;0;0;0;0;0;14250611;4260309483218;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658282839;12.12.2025;;6;0;0;0;0;0;0;upmP77L3M;4260557423288;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cholin Bitartrat;658283012;12.12.2025;;6;1;16,666667;0;0,51;0;0;upmU9FP9M;4260557423325;0,51
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Bockshornklee BIO;620539867;12.12.2025;;6;0;0;0;0;0;0;upm7AL3PG;4260557422977;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B3 (Nicotinamid);658280014;12.12.2025;;6;0;0;0;0;0;0;upmUEXHE2;4260557420850;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658280143;12.12.2025;;6;0;0;0;0;0;0;upmTGWG29;4260557423479;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Beta Carotin;620605193;12.12.2025;;6;0;0;0;0;0;0;14250551;4260309484208;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Glucomannan BIO;658283040;12.12.2025;;6;0;0;0;0;0;0;upmLXEUT7;4260557423240;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aglio Plus;649116897;12.12.2025;;6;0;0;0;0;0;0;upm2WRLPU;4260557422632;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ashwagandha BIO;649076814;12.12.2025;;5;0;0;0;0;0;0;upmUPLLZH;4260557420676;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Glutamin Pulver;626443805;12.12.2025;;5;1;20;0;0,51;0;0;upmUPTFMH;4260557423233;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Taurina Plus;649149719;12.12.2025;;5;0;0;0;0;0;0;upmXXW9XA;4260557423059;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO NAC;658280139;12.12.2025;;5;0;0;0;0;0;0;upmMWPTCY;4260557422564;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Boswellia;641624237;12.12.2025;;5;0;0;0;0;0;0;upmEH2K74;4260557422588;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reishi Extrakt;643082721;12.12.2025;;5;0;0;0;0;0;0;14251013;4260309481665;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Serenity Complex;649145562;12.12.2025;;5;0;0;0;0;0;0;upmZFGPHR;4260557422830;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Boswellia Extrakt;620528799;12.12.2025;;5;0;0;0;0;0;0;upmEH2K74;4260557422588;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Shilajit Mumijo;643092358;12.12.2025;;5;0;0;0;0;0;0;upmR33A3P;4260557421406;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Zimt Extrakt BIO;658280146;12.12.2025;;5;0;0;0;0;0;0;upmW9KKTG;4260557422618;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hyaluronsaeure;620565218;12.12.2025;;5;0;0;0;0;0;0;upmPMLEP9;4260557423103;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Lievito di Birra;658296220;12.12.2025;;5;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cannella Ceylon BIO;649115454;12.12.2025;;5;0;0;0;0;0;0;upmW9KKTG;4260557422618;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brahmi BIO;658280083;12.12.2025;;5;0;0;0;0;0;0;upmHFPDDK;4260557421956;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Triptofano;658352472;12.12.2025;;5;0;0;0;0;0;0;14250841;4260309481108;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Immu Pro Complex;658279994;12.12.2025;;5;0;0;0;0;0;0;upm7EAAWM;4260557420317;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Apple Cider Vinegar;620564988;12.12.2025;;5;0;0;0;0;0;0;upmUTDZP9;4260557423158;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658283016;12.12.2025;;5;0;0;0;0;0;0;upmFACEA7;4260557423356;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Malat Pulver;658469900;12.12.2025;;5;0;0;0;0;0;0;upm7K39U2;4260557423493;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Pro Bio Kulturenkomplex;643057502;12.12.2025;;5;0;0;0;0;0;0;14250976;4260557420034;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ippocastano BIO Plus;649084572;12.12.2025;;5;0;0;0;0;0;0;upmUR4ZK4;4260557421239;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Chrom Plus;627595667;12.12.2025;;5;0;0;0;0;0;0;upmL7ZDD2;4260557422946;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Black Maca + Tribulus;625786543;12.12.2025;;5;0;0;0;0;0;0;upmEK72LX;4260557422434;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hericium BIO;620567779;12.12.2025;;5;0;0;0;0;0;0;upmMERCUR;4260557420881;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;649104408;12.12.2025;;5;0;0;0;0;0;0;upmMPKDE7;4260557422311;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;658347617;12.12.2025;;5;2;40;0;1,02;0;0;upmWDER3T;4260557421949;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Wild Yams + Zink;619660532;12.12.2025;;5;0;0;0;0;0;0;14251183;4260309481672;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Beta-Alanin Pulver;658295769;12.12.2025;;5;0;0;0;0;0;0;upmFKHFRA;4260557423431;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Rosskastanie Plus BIO;658295840;12.12.2025;;5;0;0;0;0;0;0;upmUR4ZK4;4260557421239;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Bilberry + Pine Bark BIO;658347582;12.12.2025;;5;0;0;0;0;0;0;upm2LFWC7;4260557422076;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO EAA;619674321;12.12.2025;;5;0;0;0;0;0;0;upmGMXXY9;4260557420744;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astaxanthin ?l;643093279;12.12.2025;;5;0;0;0;0;0;0;upmYPTY2W;4260557421925;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Mirtillo Nero + Corteccia di Pino BIO\,;649102088;12.12.2025;;5;0;0;0;0;0;0;upm2LFWC7;4260557422076;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Chrom Plus;626442427;12.12.2025;;5;0;0;0;0;0;0;upmL7ZDD2;4260557422946;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps Sinensis BIO;626451122;12.12.2025;;5;0;0;0;0;0;0;upmTG77MW;4260557422991;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Chrom Plus;658280180;12.12.2025;;5;0;0;0;0;0;0;upmL7ZDD2;4260557422946;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Citrullina in Polvere;658381380;12.12.2025;;5;0;0;0;0;0;0;upm7K39U2;4260557423493;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Iodio naturale BIO;658445105;12.12.2025;;5;0;0;0;0;0;0;14250769;4260557420256;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO D-Mannose Pulver;619660673;12.12.2025;;5;0;0;0;0;0;0;14250686;4260309481603;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aceto di Sidro di Mele;649153207;12.12.2025;;5;0;0;0;0;0;0;upmUTDZP9;4260557423158;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B Plus;653855001;12.12.2025;;4;0;0;0;0;0;0;14251094;4260309482754;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Ackerschachtelhalm BIO;658347603;12.12.2025;;4;0;0;0;0;0;0;upmDKAWH3;4260557421307;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rosskastanie Plus BIO;643090783;12.12.2025;;4;0;0;0;0;0;0;upmUR4ZK4;4260557421239;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Sugar Balance Complex;658280124;12.12.2025;;4;1;25;0;0,51;0;0;upmAD4HK4;4260557422403;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Acido Ialuronico;626451010;12.12.2025;;4;0;0;0;0;0;0;upmPMLEP9;4260557423103;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Chaga BIO;643093999;12.12.2025;;4;0;0;0;0;0;0;upmPYECDL;4260557422298;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;658280011;12.12.2025;;4;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Rapunzel;658295813;12.12.2025;;4;0;0;0;0;0;0;upmDUFHFK;4260557423134;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Chaga BIO;629497666;12.12.2025;;4;0;0;0;0;0;0;upmPYECDL;4260557422298;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Wild Yams + Zink;625763764;12.12.2025;;4;0;0;0;0;0;0;14251183;4260309481672;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Acido Ialuronico;626451040;12.12.2025;;4;0;0;0;0;0;0;upmKMAH3F;4260557420539;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Essentials Complex;649088044;12.12.2025;;4;0;0;0;0;0;0;upmHHT433;4260557421390;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658445045;12.12.2025;;4;0;0;0;0;0;0;upmW7Y7DL;4260557423462;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Papaya Enzym;625793359;12.12.2025;;4;0;0;0;0;0;0;14250930;4260309482648;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;658282823;12.12.2025;;4;1;25;0;0,31;0;0;upmPHKX9F;4260557423141;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658469896;12.12.2025;;4;0;0;0;0;0;0;upmW7Y7DL;4260557423462;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Black Maca + Tribulus;620502535;12.12.2025;;4;0;0;0;0;0;0;upmEK72LX;4260557422434;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cholin Bitartrat;658347145;12.12.2025;;4;0;0;0;0;0;0;upmU9FP9M;4260557423325;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Shilajit Mumijo;649090838;12.12.2025;;4;0;0;0;0;0;0;upmR33A3P;4260557421406;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;658295464;12.12.2025;;4;0;0;0;0;0;0;upmWMGCRY;4260557422090;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Astaxanthin ?l;620605150;12.12.2025;;4;0;0;0;0;0;0;upmYPTY2W;4260557421925;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Mushroom Mix Complex;620546918;12.12.2025;;4;0;0;0;0;0;0;upm4XDXPR;4260557422045;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;658280100;12.12.2025;;4;1;25;0;0,51;0;0;upmWMGCRY;4260557422090;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658445253;12.12.2025;;4;0;0;0;0;0;0;upmMPKDE7;4260557422311;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Chlorella BIO;619667873;12.12.2025;;4;0;0;0;0;0;0;upm2E4UWR;4260557421017;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;620572633;12.12.2025;;4;1;25;0;1,01;0;0;upmF2EMKH;4260557421185;1,01
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Triphala BIO;619677150;12.12.2025;;4;0;0;0;0;0;0;upmGL239Y;4260557420812;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Guggul;658280040;12.12.2025;;4;0;0;0;0;0;0;upmT99EZK;4260557421123;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Spirulina BIO;619667771;12.12.2025;;4;0;0;0;0;0;0;upmDHLCKL;4260557420560;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps sinensis BIO;658282808;12.12.2025;;4;0;0;0;0;0;0;upmTG77MW;4260557422991;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Zimt Extrakt BIO;619661041;12.12.2025;;4;0;0;0;0;0;0;upmW9KKTG;4260557422618;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Curcuma BIO;626440031;12.12.2025;;4;0;0;0;0;0;0;upm27X4XW;4260557422878;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO EAA;643088060;12.12.2025;;4;0;0;0;0;0;0;upmGMXXY9;4260557420744;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Glutammina in Polvere;649157245;12.12.2025;;4;0;0;0;0;0;0;upmUPTFMH;4260557423233;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B Plus;620605316;12.12.2025;;3;1;33,333333;0;0,51;0;0;14251094;4260309482754;0,51
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;643091125;12.12.2025;;3;0;0;0;0;0;0;upm9KDWAZ;4260557421383;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ackerschachtelhalm BIO;658347604;12.12.2025;;3;0;0;0;0;0;0;upmDKAWH3;4260557421307;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Elektrolyte Plus;620596596;12.12.2025;;3;0;0;0;0;0;0;upmD23XCL;4260557422823;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Chlorella BIO;620609040;12.12.2025;;3;0;0;0;0;0;0;upm2E4UWR;4260557421017;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cannella Ceylon BIO;641627330;12.12.2025;;3;0;0;0;0;0;0;upmW9KKTG;4260557422618;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO FenoLact;652871267;12.12.2025;;3;0;0;0;0;0;0;upmUTLC72;4260557422984;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;626439698;12.12.2025;;3;0;0;0;0;0;0;upm77WEEP;4260557422786;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beta-Alanin Pulver;658283037;12.12.2025;;3;0;0;0;0;0;0;upmFKHFRA;4260557423431;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hyaluronsaeure;620565217;12.12.2025;;3;0;0;0;0;0;0;upmKMAH3F;4260557420539;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO BCAA Pulver Mango;658445038;12.12.2025;;3;0;0;0;0;0;0;upmWWWMYX;4260557423523;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Nachtkerzen und Borretsch?l BIO;658295855;12.12.2025;;3;0;0;0;0;0;0;upm7KTFPH;4260557421420;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658296090;12.12.2025;;3;1;33,333333;0;0,51;0;0;upmG7RZLC;4260557423318;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps sinensis BIO;658295815;12.12.2025;;3;0;0;0;0;0;0;upmTG77MW;4260557422991;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658347596;12.12.2025;;3;0;0;0;0;0;0;upmD7EWMP;4260557420454;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Salbei BIO;619682278;12.12.2025;;3;0;0;0;0;0;0;upmMMLDZE;4260557420966;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;649077191;12.12.2025;;3;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B3 (Nicotinamid);625772385;12.12.2025;;3;1;33,333333;0;0,51;0;0;upmUEXHE2;4260557420850;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO OPC Trio;641650064;12.12.2025;;3;0;0;0;0;0;0;upmWFGGMG;4260557423097;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Caffeina;641650370;12.12.2025;;3;1;33,333333;0;0,51;0;0;upm4XZRWY;4260557423127;0,51
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Zimt Extrakt BIO;625767692;12.12.2025;;3;0;0;0;0;0;0;upmW9KKTG;4260557422618;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bilberry + Pine Bark BIO;658280098;12.12.2025;;3;0;0;0;0;0;0;upm2LFWC7;4260557422076;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658445047;12.12.2025;;3;0;0;0;0;0;0;upmW7Y7DL;4260557423462;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin K2;658347316;12.12.2025;;3;0;0;0;0;0;0;upmFYFHAU;4260557423424;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Salvia BIO;641651421;12.12.2025;;3;1;33,333333;0;0,51;0;0;upmMMLDZE;4260557420966;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658445086;12.12.2025;;3;0;0;0;0;0;0;upmW7Y7DL;4260557423462;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Folat;658280132;12.12.2025;;3;0;0;0;0;0;0;upmZR3PP7;4260557422496;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps Extrakt;658347556;12.12.2025;;3;0;0;0;0;0;0;14250611;4260309483218;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Brewers Yeast;658347642;12.12.2025;;3;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Glicina in Polvere;658296346;12.12.2025;;3;0;0;0;0;0;0;upmTGWG29;4260557423479;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;620604957;12.12.2025;;2;0;0;0;0;0;0;upmE39PTR;4260557422113;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes;658280135;12.12.2025;;2;1;50;0;0,51;0;0;upmP3AFZZ;4260557422533;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hyaluronsaeure;620609033;12.12.2025;;2;0;0;0;0;0;0;upmKMAH3F;4260557420539;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Apple Cider Vinegar Gummies;620564989;12.12.2025;;2;0;0;0;0;0;0;upmF2EYPK;4260557423172;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Artischocke BIO;619702389;12.12.2025;;2;0;0;0;0;0;0;upmUTCWKM;4260557421215;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C BIO aus Acerola;625769770;12.12.2025;;2;0;0;0;0;0;0;upmFY9KW9;4260557420331;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO BCAA Pulver Mango;658445037;12.12.2025;;2;0;0;0;0;0;0;upmWWWMYX;4260557423523;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Apple Cider Vinegar Gummies;626443801;12.12.2025;;2;0;0;0;0;0;0;upmF2EYPK;4260557423172;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Chrom Plus;643134349;12.12.2025;;2;0;0;0;0;0;0;upmL7ZDD2;4260557422946;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Papaya BIO;641643600;12.12.2025;;2;0;0;0;0;0;0;upm9HWLUD;4260557421055;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;620604770;12.12.2025;;2;0;0;0;0;0;0;14250893;4260309481115;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO EAA;625771660;12.12.2025;;2;0;0;0;0;0;0;upmGMXXY9;4260557420744;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene;653864224;12.12.2025;;2;0;0;0;0;0;0;14250551;4260309484208;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps sinensis BIO;620541534;12.12.2025;;2;0;0;0;0;0;0;upmTG77MW;4260557422991;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Sugar Balance Complex;652859174;12.12.2025;;2;0;0;0;0;0;0;upmAD4HK4;4260557422403;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Enotera;658296331;12.12.2025;;2;0;0;0;0;0;0;upm7DM474;4260557423448;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Nattokinase;649159872;12.12.2025;;2;0;0;0;0;0;0;upm2ZL4CL;4260557423264;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Triphala BIO;620567265;12.12.2025;;2;0;0;0;0;0;0;upmGL239Y;4260557420812;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Enotera e Borragine  BIO;649091296;12.12.2025;;2;0;0;0;0;0;0;upm7KTFPH;4260557421420;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Ashwagandha BIO;625771655;12.12.2025;;2;0;0;0;0;0;0;upmUPLLZH;4260557420676;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hyaluronsaeure;620609034;12.12.2025;;2;0;0;0;0;0;0;upmPMLEP9;4260557423103;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658469892;12.12.2025;;2;0;0;0;0;0;0;upmW7Y7DL;4260557423462;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Shilajit Mumijo;658280062;12.12.2025;;2;0;0;0;0;0;0;upmR33A3P;4260557421406;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;625789014;12.12.2025;;2;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aceto di Sidro di Mele;649154266;12.12.2025;;2;0;0;0;0;0;0;upmF2EYPK;4260557423172;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B Plus;658283024;12.12.2025;;2;0;0;0;0;0;0;14251094;4260309482754;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Spirulina BIO;658280002;12.12.2025;;2;0;0;0;0;0;0;upmDHLCKL;4260557420560;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Brahmi BIO;619717869;12.12.2025;;2;0;0;0;0;0;0;upmHFPDDK;4260557421956;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Bilberry + Pine Bark BIO;658280097;12.12.2025;;1;0;0;0;0;0;0;upm2LFWC7;4260557422076;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Astragalus BIO;625778112;12.12.2025;;1;0;0;0;0;0;0;upmCGKMCH;4260557421222;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Creatin Monohydrat Pulver;658291470;12.12.2025;;1;0;0;0;0;0;0;upmFRZEFX;4260557423226;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Shiitake;649097667;12.12.2025;;1;0;0;0;0;0;0;upmZ7P4AX;4260557421970;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283046;12.12.2025;;1;0;0;0;0;0;0;upmG7RZLC;4260557423318;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Mushroom Mix Complex;658280095;12.12.2025;;1;0;0;0;0;0;0;upm4XDXPR;4260557422045;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Lecitina BIO;626459035;12.12.2025;;1;0;0;0;0;0;0;upm2HFKPC;4260557422021;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Apple Cider Vinegar;626443800;12.12.2025;;1;0;0;0;0;0;0;upmUTDZP9;4260557423158;0
