campaign;campaignId;date;purchase;impressions;clicks;ctr;cvr;budgetSpend;gmv;roas;productId;ean;cpc
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesio Bisglicinato;649159286;1.10.2025;;496;11;2,217742;0;3,41;0;0;upmX4LT4H;4260557423257;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Prosta-X;658381379;1.10.2025;;370;4;1,081081;0;1,54;0;0;upmKYYZM4;4260557423486;0,385
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B3 (Nicotinamid);643089676;1.10.2025;;315;0;0;0;0;0;0;upmUEXHE2;4260557420850;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesium Bisglycinat;643231145;1.10.2025;;288;6;2,083333;0;3,06;0;0;upmX4LT4H;4260557423257;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;658388299;1.10.2025;;276;5;1,811594;0;1,55;0;0;14250893;4260309481115;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reflu-X Complex;643089691;1.10.2025;;250;0;0;0;0;0;0;upm4ZWYPF;4260557420980;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO D Mannosio in Polvere;658352462;1.10.2025;;222;1;0,45045;0;0,31;0;0;14250686;4260309481603;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Plus;658347224;1.10.2025;;185;1;0,540541;0;0,31;0;0;upmKWW3MD;4260557423349;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Magnesio Complex;620566101;1.10.2025;;184;10;5,434783;0;5,1;0;0;upmUZUHTT;4260557421888;0,51
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;643093526;1.10.2025;;172;2;1,162791;0;0,62;0;0;upm2HFKPC;4260557422021;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334350;1.10.2025;;167;0;0;0;0;0;0;upmK3CG99;4260557422656;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Eisen Bisglycinat;643077960;1.10.2025;;158;3;1,898734;0;0,93;0;0;14250692;4260309483065;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositol Pulver;658295461;1.10.2025;;150;1;0,666667;0;0,31;0;0;upmX777MU;4260557423363;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658295948;1.10.2025;;142;0;0;0;0;0;0;upmEUZ9F7;4260557421376;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositolo in Polvere;658296224;1.10.2025;;141;1;0,70922;0;0,31;0;0;upmX777MU;4260557423363;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;643090107;1.10.2025;;138;1;0,724638;0;0,31;0;0;upmD3U322;4260557421192;0,31
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650859;1.10.2025;;138;6;4,347826;0;3,06;0;0;upm7FHKKZ;4260557421437;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658280004;1.10.2025;;134;3;2,238806;0;0,93;0;0;upmUX2FW3;4260557420638;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Eisen Gummies;643140961;1.10.2025;;120;2;1,666667;0;0,62;0;0;upmGAZP3H;4260557423189;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;643093285;1.10.2025;;117;1;0,854701;0;0,31;0;0;upmWDER3T;4260557421949;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aglio Nero;658352469;1.10.2025;;115;0;0;0;0;0;0;14251059;4260557420157;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B3 (Nicotinamid);658280014;1.10.2025;;109;0;0;0;0;0;0;upmUEXHE2;4260557420850;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO FenoLact;652871267;1.10.2025;;107;0;0;0;0;0;0;upmUTLC72;4260557422984;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ferro;658331759;1.10.2025;;107;0;0;0;0;0;0;14250692;4260309483065;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;643085982;1.10.2025;;104;3;2,884615;0;0,93;0;0;upmUX2FW3;4260557420638;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositol Complex;658295458;1.10.2025;;104;2;1,923077;0;0,62;0;0;upm7PGM77;4260557421765;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Igname Selvatico +  Zinco;658353188;1.10.2025;;103;0;0;0;0;0;0;14251183;4260309481672;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositol Complex;658353199;1.10.2025;;103;3;2,912621;0;4,03;0;0;upm7PGM77;4260557421765;1,343333
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Spray;658334267;1.10.2025;;102;0;0;0;0;0;0;14251102;4260557420027;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381383;1.10.2025;;100;1;1;0;0,51;0;0;upmF2AFXC;4260557423509;0,51
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositol Complex;658353200;1.10.2025;;99;0;0;0;0;0;0;upm7PGM77;4260557421765;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colina Bitartrato;658296216;1.10.2025;;99;0;0;0;0;0;0;upmU9FP9M;4260557423325;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Nachtkerzen ?l;658291480;1.10.2025;;97;1;1,030928;0;0,61;0;0;upm7DM474;4260557423448;0,61
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;658353191;1.10.2025;;94;0;0;0;0;0;0;14250605;4260557420201;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381384;1.10.2025;;94;1;1,06383;0;0,31;0;0;upmF2AFXC;4260557423509;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Folat;643094175;1.10.2025;;93;0;0;0;0;0;0;upmZR3PP7;4260557422496;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;643092855;1.10.2025;;92;1;1,086957;0;0,31;0;0;upmUZUHTT;4260557421888;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381499;1.10.2025;;89;1;1,123596;0;0,31;0;0;upmUX2FW3;4260557420638;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296413;1.10.2025;;88;0;0;0;0;0;0;14251013;4260309481665;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658388311;1.10.2025;;87;1;1,149425;0;0,31;0;0;upmF2EMKH;4260557421185;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Leinsamen?l BIO;643093628;1.10.2025;;86;1;1,162791;0;0,31;0;0;upmKU4FAU;4260557422038;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;643082833;1.10.2025;;85;0;0;0;0;0;0;14251036;4260557420102;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;658353192;1.10.2025;;83;0;0;0;0;0;0;14250605;4260557420201;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Olio di Semi di Chia;641627926;1.10.2025;;80;3;3,75;0;1,53;0;0;upmK7YWLD;4260557422649;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;643093986;1.10.2025;;80;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Triptofano;658352473;1.10.2025;;78;2;2,564103;0;0,62;0;0;14250841;4260309481108;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658295963;1.10.2025;;78;0;0;0;0;0;0;upmP77L3M;4260557423288;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;643129759;1.10.2025;;78;0;0;0;0;0;0;upm77WEEP;4260557422786;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca Plus;658282813;1.10.2025;;76;1;1,315789;0;0,31;0;0;upmG4PKUG;4260557423042;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reflu-X Complex;658280035;1.10.2025;;76;1;1,315789;0;0,31;0;0;upm4ZWYPF;4260557420980;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;653499916;1.10.2025;;74;2;2,702703;0;0,62;0;0;upmF2EMKH;4260557421185;0,31
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositol Pulver;658283028;1.10.2025;;74;0;0;0;0;0;0;upmX777MU;4260557423363;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381497;1.10.2025;;71;0;0;0;0;0;0;upmUX2FW3;4260557420638;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Resveratrol + Nicotinamid;643088593;1.10.2025;;71;0;0;0;0;0;0;upmGDDD7G;4260557420805;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Drenaflux Complex;658295889;1.10.2025;;70;0;0;0;0;0;0;upm2XGYDU;4260557422489;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;658280058;1.10.2025;;70;1;1,428571;0;0,31;0;0;upm9KDWAZ;4260557421383;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lievito di Birra;658296221;1.10.2025;;68;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Safran Extrakt;658280000;1.10.2025;;68;0;0;0;0;0;0;upm7PELE9;4260557420362;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tryptophan;658279974;1.10.2025;;67;0;0;0;0;0;0;14250841;4260309481108;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesium Bisglycinat;658282836;1.10.2025;;66;0;0;0;0;0;0;upmX4LT4H;4260557423257;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Papaya BIO;643089807;1.10.2025;;66;0;0;0;0;0;0;upm9HWLUD;4260557421055;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;628844146;1.10.2025;;66;10;15,151515;0;5,1;0;0;14250893;4260309481115;0,51
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3 und K2 ?l;652854756;1.10.2025;;65;2;3,076923;0;0,62;0;0;upm7FHKKZ;4260557421437;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Strong Bones;658283045;1.10.2025;;64;0;0;0;0;0;0;upmAP9MLM;4260557423301;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Berberin + Schwarzer Knoblauch;658347579;1.10.2025;;64;4;6,25;0;2,04;0;0;upmC4GHAR;4260557421758;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Probiotici e Prebiotici BIO;658296371;1.10.2025;;64;0;0;0;0;0;0;14250976;4260557420034;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brewers Yeast;658295768;1.10.2025;;63;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Serenity Complex;641646664;1.10.2025;;63;4;6,349206;0;2,04;0;0;upmZFGPHR;4260557422830;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;658280108;1.10.2025;;62;2;3,225806;0;0,62;0;0;upm3RXHUC;4260557422229;0,31
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Taurina;658296231;1.10.2025;;62;1;1,612903;0;0,31;0;0;upmHULHZD;4260557423370;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283048;1.10.2025;;62;1;1,612903;0;0,31;0;0;upmG7RZLC;4260557423318;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multivitamin Spray Junior;643089899;1.10.2025;;62;1;1,612903;0;0,31;0;0;upm9ZTF3H;4260557421178;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;643092529;1.10.2025;;62;0;0;0;0;0;0;upm97PFY9;4260557421826;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginkgo biloba Extrakt;658279980;1.10.2025;;61;0;0;0;0;0;0;upmDYUXLH;4260557420119;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginkgo biloba Extrakt;643083227;1.10.2025;;61;0;0;0;0;0;0;upmDYUXLH;4260557420119;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;658279979;1.10.2025;;59;1;1,694915;0;0,31;0;0;14251036;4260557420102;0,31
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Spirulina BIO +  Clorella BIO;658331804;1.10.2025;;59;0;0;0;0;0;0;14250597;4260309484185;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658381503;1.10.2025;;59;0;0;0;0;0;0;upmD7EWMP;4260557420454;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658280115;1.10.2025;;59;2;3,389831;0;1,02;0;0;upmMPKDE7;4260557422311;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296411;1.10.2025;;58;0;0;0;0;0;0;14251013;4260309481665;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Iodio naturale BIO;658445106;1.10.2025;;58;0;0;0;0;0;0;14250769;4260557420256;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Safran Extrakt;643085539;1.10.2025;;57;0;0;0;0;0;0;upm7PELE9;4260557420362;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658280116;1.10.2025;;57;1;1,754386;0;0,31;0;0;upmMPKDE7;4260557422311;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO K?rbiskern?l BIO;643093438;1.10.2025;;56;1;1,785714;0;0,31;0;0;upmY7MX4C;4260557422014;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;658282817;1.10.2025;;56;2;3,571429;0;0,62;0;0;upmDFWTTT;4260557423110;0,31
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3 und K2 ?l;658280065;1.10.2025;;56;2;3,571429;0;0,62;0;0;upm7FHKKZ;4260557421437;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;658280176;1.10.2025;;55;1;1,818182;0;0,31;0;0;upmYRCT9P;4260557422908;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658347520;1.10.2025;;55;0;0;0;0;0;0;upmTGWG29;4260557423479;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;643132496;1.10.2025;;54;0;0;0;0;0;0;upmYRCT9P;4260557422908;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;641622772;1.10.2025;;53;2;3,773585;0;1,02;0;0;upmGPMUEM;4260557422427;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Berberin + Schwarzer Knoblauch;658347580;1.10.2025;1;52;1;1,923077;1,923077;0,31;24,9;8032,258065;upmC4GHAR;4260557421758;0,31
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Plus 1000 ?g;641650965;1.10.2025;;51;3;5,882353;0;1,53;0;0;upmYTFGGU;4260557420522;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;643130229;1.10.2025;;51;2;3,921569;0;0,62;0;0;upmDZU3ZG;4260557422854;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;642560128;1.10.2025;;51;1;1,960784;0;0,31;0;0;14250893;4260309481115;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;643089764;1.10.2025;;51;0;0;0;0;0;0;upmWRWWCG;4260557421048;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glicina in Polvere;658296353;1.10.2025;;50;0;0;0;0;0;0;upmTGWG29;4260557423479;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO ZMA (Zink + Magnesium + Vitamin B6);643094148;1.10.2025;;49;1;2,040816;0;0,31;0;0;upmRXLDAR;4260557422465;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Essentials Complex;643092356;1.10.2025;;49;0;0;0;0;0;0;upmHHT433;4260557421390;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Venaflux Complex;658280106;1.10.2025;;49;0;0;0;0;0;0;upmKY422A;4260557422212;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658296092;1.10.2025;;48;1;2,083333;0;0,31;0;0;upmG7RZLC;4260557423318;0,31
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multivitamin Spray Junior;658280046;1.10.2025;;47;1;2,12766;0;0,31;0;0;upm9ZTF3H;4260557421178;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;643089842;1.10.2025;;47;0;0;0;0;0;0;upmYMX3D7;4260557421147;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;652876638;1.10.2025;;46;7;15,217391;0;7,07;0;0;upm2HFKPC;4260557422021;1,01
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352468;1.10.2025;;46;0;0;0;0;0;0;upmGMGWYP;4260309481979;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;643233715;1.10.2025;;46;1;2,173913;0;0,31;0;0;upmE39PTR;4260557422113;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Zimt-Ceylon Extrakt;643084475;1.10.2025;;45;0;0;0;0;0;0;14251208;4260557420164;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;643093976;1.10.2025;1;45;2;4,444444;2,222222;0,62;55,8;9000;upmWMGCRY;4260557422090;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658283021;1.10.2025;;45;0;0;0;0;0;0;upmFACEA7;4260557423356;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650857;1.10.2025;;44;1;2,272727;0;0,51;0;0;upmKAXT9Y;4260557422915;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia Plus;643128060;1.10.2025;;43;1;2,325581;0;0,31;0;0;upmHCULGA;4260557422755;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Koffein;643137040;1.10.2025;;43;0;0;0;0;0;0;upm4XZRWY;4260557423127;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;641620457;1.10.2025;;43;1;2,325581;0;0,51;0;0;upmE39PTR;4260557422113;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;658280045;1.10.2025;;42;2;4,761905;0;0,62;0;0;upmYMX3D7;4260557421147;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca Plus;643135686;1.10.2025;;42;0;0;0;0;0;0;upmG4PKUG;4260557423042;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;658280044;1.10.2025;;41;1;2,439024;0;0,51;0;0;upmYMX3D7;4260557421147;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658347562;1.10.2025;;41;0;0;0;0;0;0;upmD7EWMP;4260557420454;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Glutathion Complex;643135378;1.10.2025;;40;0;0;0;0;0;0;upmLCF24D;4260557423035;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;658280102;1.10.2025;;39;0;0;0;0;0;0;upmWMGCRY;4260557422090;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3+K2 Tropfen;658280177;1.10.2025;;39;0;0;0;0;0;0;upmKAXT9Y;4260557422915;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;658280090;1.10.2025;;38;0;0;0;0;0;0;upm2HFKPC;4260557422021;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658280145;1.10.2025;;38;0;0;0;0;0;0;upmTGWG29;4260557423479;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Bitartrat;658347159;1.10.2025;;38;0;0;0;0;0;0;upmU9FP9M;4260557423325;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Berberin + Schwarzer Knoblauch;658347608;1.10.2025;;38;0;0;0;0;0;0;upmC4GHAR;4260557421758;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene;653866107;1.10.2025;;37;0;0;0;0;0;0;14250551;4260309484208;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Myo-Inositol Complex;658280066;1.10.2025;;37;1;2,702703;0;0,31;0;0;upm7PGM77;4260557421765;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamine B Complex;658331670;1.10.2025;1;36;1;2,777778;2,777778;0,31;20,9;6741,935484;14251094;4260309482754;0,31
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Spirulina BIO +  Clorella BIO;658331796;1.10.2025;;36;2;5,555556;0;1,02;0;0;14250597;4260309484185;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Hyaluronsaeure;643078378;1.10.2025;;36;0;0;0;0;0;0;upmKMAH3F;4260557420539;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;643084949;1.10.2025;;36;0;0;0;0;0;0;14250605;4260557420201;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Papaya Enzym;658280137;1.10.2025;;36;0;0;0;0;0;0;14250930;4260309482648;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Plus;658295896;1.10.2025;;35;0;0;0;0;0;0;upmKWW3MD;4260557423349;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bromelain 2500 GDU/g;658347577;1.10.2025;;35;0;0;0;0;0;0;upm43HM34;4260557421130;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;658295906;1.10.2025;;35;0;0;0;0;0;0;upmE39PTR;4260557422113;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Natural Jod BIO;643084951;1.10.2025;;35;0;0;0;0;0;0;14250769;4260557420256;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Berberin + Schwarzer Knoblauch;658347607;1.10.2025;;35;1;2,857143;0;0,51;0;0;upmC4GHAR;4260557421758;0,51
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658280057;1.10.2025;;34;1;2,941176;0;0,31;0;0;upmEUZ9F7;4260557421376;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesium + Kalium;643084952;1.10.2025;;34;0;0;0;0;0;0;upm32MART;4260557420287;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia Plus;658280154;1.10.2025;;33;1;3,030303;0;0,31;0;0;upmHCULGA;4260557422755;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Tribulus Terrestris;658296416;1.10.2025;;33;0;0;0;0;0;0;14251088;4260309481313;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Malat Pulver;658469901;1.10.2025;;33;0;0;0;0;0;0;upm7K39U2;4260557423493;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3+K2 Tropfen;643133550;1.10.2025;;33;2;6,060606;0;0,62;0;0;upmKAXT9Y;4260557422915;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283010;1.10.2025;;31;2;6,451613;0;0,62;0;0;upmG7RZLC;4260557423318;0,31
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Essentials Complex;658280060;1.10.2025;;31;0;0;0;0;0;0;upmHHT433;4260557421390;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;618496729;1.10.2025;;31;3;9,677419;0;3,03;0;0;upm97PFY9;4260557421826;1,01
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cumino Nero BIO;658352478;1.10.2025;;31;0;0;0;0;0;0;upmEUZ9F7;4260557421376;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658280003;1.10.2025;;31;2;6,451613;0;1,02;0;0;upmUX2FW3;4260557420638;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;643239568;1.10.2025;;31;0;0;0;0;0;0;upmUFEEWW;4260557420300;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beta Carotin Plus ?l;643094141;1.10.2025;;31;2;6,451613;0;0,62;0;0;upmGPMUEM;4260557422427;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;620572633;1.10.2025;;31;3;9,677419;0;3,03;0;0;upmF2EMKH;4260557421185;1,01
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Prosta-X;658381378;1.10.2025;;31;2;6,451613;0;1,52;0;0;upmKYYZM4;4260557423486;0,76
